turbine_id,date_measure,wind_speed,vibration_level,temperature,power_output,maintenance_done,failure_within_7d,time_to_failure_days,technician_id,planned_intervention_date
27,2024-01-05,10.06,3.48,49.3,403.4,0,0,25.8,122,2024-01-15
16,2024-02-29,16.32,3.98,62.0,966.3,0,0,20.4,150,2024-03-01
16,2024-05-12,5.27,1.71,39.7,326.4,0,0,57.1,146,2024-05-15
8,2024-07-04,12.45,2.88,37.4,719.9,0,0,38.7,146,2024-07-28
49,2024-09-21,18.34,2.96,31.2,1113.3,0,0,42.8,129,2024-10-02
8,2024-06-03,8.96,2.76,46.0,392.7,0,0,33.7,140,2024-06-24
5,2024-08-11,12.01,3.44,30.9,494.0,0,0,36.5,148,2024-09-04
47,2024-01-04,6.78,3.63,40.4,329.0,0,0,38.7,113,2024-01-31
28,2024-08-28,18.51,3.39,35.9,1133.1,0,0,37.7,101,2024-09-12
22,2024-11-30,11.67,2.82,55.7,442.0,0,0,25.2,116,2024-12-19
37,2024-07-11,12.19,2.26,39.9,663.7,0,0,41.1,132,2024-07-17
20,2024-06-15,17.42,4.1,49.0,891.2,0,0,20.7,127,2024-07-13
7,2024-04-18,14.65,3.35,29.0,859.3,0,0,41.8,104,2024-05-14
37,2024-12-14,8.5,1.98,46.3,666.5,1,0,30.4,128,2024-12-26
9,2024-01-13,9.41,2.81,33.0,547.3,1,0,30.5,108,2024-01-24
28,2024-04-14,13.98,1.26,40.7,830.2,0,0,48.2,125,2024-05-06
48,2024-02-20,9.5,3.04,67.1,637.3,0,0,24.1,129,2024-03-04
47,2024-11-12,3.53,2.8,54.3,213.6,0,0,34.6,132,2024-12-04
19,2024-06-25,11.79,2.43,43.7,690.0,0,0,42.5,121,2024-06-28
40,2024-12-02,6.08,4.58,77.0,438.9,1,1,1.0,120,2024-12-10
31,2024-08-30,18.47,1.84,35.8,1145.7,0,0,46.3,134,2024-09-22
24,2024-07-22,12.71,3.71,56.7,785.5,0,0,25.2,138,2024-08-18
7,2024-07-07,8.38,5.19,29.7,491.7,0,0,35.3,141,2024-07-08
19,2024-03-14,9.21,4.08,42.6,524.6,0,0,38.0,117,2024-04-06
33,2024-07-24,4.44,2.97,31.5,339.9,0,0,41.2,121,2024-07-27
50,2024-09-07,7.6,1.87,47.6,429.2,0,0,44.9,116,2024-10-03
1,2024-12-18,16.07,1.64,45.6,1062.4,0,0,41.3,126,2024-12-26
36,2024-07-19,20.93,2.59,41.9,1171.9,0,0,45.9,106,2024-07-30
43,2024-12-08,14.91,2.31,55.9,1009.0,0,0,30.1,121,2024-12-29
48,2024-12-10,11.63,2.28,39.3,735.7,0,0,49.1,109,2025-01-04
22,2024-07-09,10.27,2.67,48.3,538.8,0,0,49.2,127,2024-07-22
6,2024-06-09,8.17,2.9,53.2,531.2,0,0,29.8,143,2024-06-19
14,2024-02-22,20.24,3.49,30.2,1162.3,0,0,50.8,150,2024-03-22
43,2024-04-08,11.25,1.76,37.5,677.4,0,0,51.4,122,2024-05-06
44,2024-11-16,20.46,2.32,45.5,1188.8,0,0,38.7,102,2024-12-02
32,2024-02-20,17.57,2.84,51.3,1043.8,0,0,30.7,111,2024-02-21
7,2024-05-24,5.04,2.8,59.2,377.5,0,0,37.3,105,2024-06-22
7,2024-09-12,9.34,4.84,42.8,601.7,0,0,30.7,138,2024-09-30
24,2024-03-28,9.32,3.23,41.8,469.4,1,0,21.9,150,2024-04-14
30,2024-12-21,11.68,1.39,36.3,615.4,0,0,50.9,128,2024-12-25
2,2024-08-25,11.76,3.42,48.3,727.2,0,0,34.6,109,2024-09-23
35,2024-01-11,23.98,3.55,42.0,1466.6,0,0,37.1,101,2024-02-01
28,2024-03-31,7.69,2.87,42.3,407.5,1,0,27.3,149,2024-04-07
1,2024-09-27,12.92,1.79,44.1,902.3,1,0,38.1,116,2024-10-08
5,2024-11-11,14.47,4.76,50.5,933.0,0,0,18.5,105,2024-11-21
23,2024-12-04,11.99,1.93,39.4,669.6,0,0,51.0,109,2024-12-30
37,2024-11-06,12.44,3.66,37.3,688.7,0,0,37.7,113,2024-11-20
42,2024-01-28,7.82,3.2,49.3,451.0,0,0,31.3,133,2024-02-23
22,2024-09-23,12.43,3.6,14.7,719.0,0,0,42.7,145,2024-10-13
15,2024-02-10,14.05,4.71,39.0,943.2,0,0,25.9,114,2024-02-21
49,2024-01-28,13.31,3.56,33.5,877.4,0,0,29.2,135,2024-02-09
23,2024-09-09,14.28,2.44,57.0,859.7,1,0,17.6,103,2024-10-03
16,2024-06-23,17.65,4.11,40.6,1113.3,0,0,34.3,100,2024-07-08
23,2024-08-24,15.75,2.37,39.4,1010.7,0,0,40.4,102,2024-09-13
1,2024-11-06,12.29,3.16,44.5,741.8,1,0,15.6,147,2024-11-10
16,2024-01-26,7.31,1.71,39.0,471.0,0,0,57.5,129,2024-02-08
26,2024-07-11,9.6,1.97,41.0,623.5,0,0,49.3,141,2024-07-28
46,2024-10-31,11.12,3.05,46.0,706.3,0,0,37.0,101,2024-11-10
37,2024-06-09,13.01,3.37,40.8,718.3,0,0,47.9,101,2024-07-04
40,2024-07-10,10.09,1.3,40.7,551.0,0,0,55.7,143,2024-07-17
28,2024-06-30,8.26,3.5,34.9,472.3,0,0,46.1,105,2024-07-25
6,2024-11-27,7.25,2.18,33.5,378.3,0,0,42.2,107,2024-11-29
20,2024-01-19,5.4,4.28,45.6,205.9,0,0,25.0,126,2024-02-01
50,2024-11-16,11.06,2.65,48.1,717.7,0,0,40.1,130,2024-12-02
3,2024-10-24,6.12,1.88,30.7,395.0,0,0,50.4,111,2024-11-01
44,2024-10-23,8.0,3.08,52.6,372.7,0,0,36.5,122,2024-11-08
35,2024-05-30,10.42,2.08,52.6,606.2,0,0,30.9,134,2024-06-26
15,2024-07-07,6.66,4.27,54.7,384.6,0,0,25.4,122,2024-07-20
39,2024-05-14,13.52,3.0,48.0,825.7,0,0,39.6,119,2024-05-30
42,2024-04-01,14.96,2.85,51.4,811.1,0,0,37.6,103,2024-04-29
3,2024-11-15,9.8,3.59,66.9,479.8,0,0,15.3,123,2024-12-12
6,2024-07-03,10.25,2.0,42.0,656.7,0,0,48.5,140,2024-07-04
34,2024-09-21,14.15,1.71,34.5,726.3,0,0,46.6,131,2024-10-13
50,2024-02-06,9.14,3.41,29.7,530.0,1,0,23.4,145,2024-03-02
2,2024-10-14,8.87,1.9,62.6,506.1,0,0,26.4,106,2024-11-11
34,2024-08-28,16.79,1.9,62.7,997.3,1,0,12.4,100,2024-09-21
7,2024-12-30,15.54,3.84,35.8,952.4,0,0,36.0,127,2025-01-02
33,2024-02-18,14.41,3.53,37.7,992.3,0,0,36.9,109,2024-03-12
32,2024-07-16,15.7,1.75,41.8,814.2,0,0,45.1,130,2024-08-10
5,2024-07-05,4.09,2.38,57.2,315.6,0,0,26.7,146,2024-07-21
35,2024-07-15,17.42,2.1,32.1,843.9,0,0,55.3,117,2024-07-16
45,2024-01-20,13.57,4.78,25.3,925.6,1,0,14.3,128,2024-01-26
44,2024-06-21,16.04,3.91,66.7,799.2,0,0,16.5,134,2024-06-29
2,2024-04-19,13.55,2.58,48.1,1007.8,0,0,31.0,107,2024-05-15
13,2024-08-13,12.2,3.58,49.5,700.6,1,0,21.3,145,2024-08-17
13,2024-03-25,10.9,1.64,42.9,757.2,1,0,33.4,110,2024-04-16
23,2024-06-07,13.47,2.33,49.7,894.8,0,0,36.5,141,2024-06-13
8,2024-08-14,10.75,3.1,29.9,610.3,0,0,39.6,133,2024-09-08
43,2024-01-24,15.47,3.45,36.6,899.5,0,0,42.8,107,2024-01-25
39,2024-10-14,5.65,2.9,46.1,272.3,0,0,25.9,136,2024-10-21
41,2024-09-18,9.83,3.25,22.3,653.0,1,0,22.2,110,2024-09-21
10,2024-01-21,20.18,3.08,42.0,1176.9,1,0,24.5,130,2024-02-07
1,2024-01-24,9.5,2.84,41.4,504.2,0,0,41.4,148,2024-02-16
46,2024-11-06,11.05,2.7,42.0,705.7,0,0,52.2,148,2024-11-19
15,2024-04-13,8.47,2.57,39.5,436.4,0,0,43.2,144,2024-04-29
33,2024-11-10,13.34,3.23,35.0,774.3,1,0,29.6,125,2024-11-29
46,2024-07-01,9.05,3.41,26.8,551.9,1,0,31.8,128,2024-07-15
2,2024-05-04,11.26,3.2,46.4,624.1,0,0,38.3,115,2024-05-26
1,2024-04-09,15.4,1.82,42.0,884.4,1,0,29.8,146,2024-04-18
1,2024-08-28,9.2,2.0,31.2,675.1,0,0,42.9,124,2024-09-03
8,2024-02-10,15.15,3.4,45.6,892.9,1,0,23.1,139,2024-02-16
3,2024-05-26,15.29,4.47,42.1,888.6,0,0,38.1,118,2024-06-01
41,2024-05-06,16.22,3.15,40.4,959.2,0,0,43.0,137,2024-05-08
31,2024-02-26,12.56,2.59,23.4,790.1,0,0,49.4,111,2024-02-28
50,2024-05-08,24.97,3.22,51.8,1415.2,0,0,41.6,137,2024-05-10
41,2024-07-11,16.22,1.86,32.7,1007.3,0,0,52.2,102,2024-07-16
49,2024-09-04,13.3,4.31,45.6,818.4,1,0,10.2,105,2024-09-23
12,2024-02-01,8.5,3.19,36.9,366.7,0,0,41.1,117,2024-02-08
15,2024-11-14,11.61,2.33,41.1,840.2,0,0,50.6,124,2024-12-01
43,2024-11-16,17.71,2.83,56.5,1179.2,0,0,28.8,136,2024-11-19
13,2024-09-09,18.84,2.47,50.3,1066.2,0,0,42.9,118,2024-10-03
3,2024-12-03,17.91,4.31,56.3,985.0,0,0,20.8,100,2024-12-14
34,2024-06-05,15.14,2.8,48.3,926.7,0,0,37.9,116,2024-06-18
41,2024-10-26,6.98,3.16,49.0,304.6,0,0,32.5,122,2024-11-15
49,2024-09-22,13.95,3.57,27.2,946.1,0,0,39.2,127,2024-10-21
47,2024-07-24,7.03,2.26,41.8,384.6,0,0,45.8,132,2024-08-16
7,2024-03-06,6.05,3.19,42.8,492.8,0,0,32.2,112,2024-03-18
39,2024-07-22,12.96,3.27,57.2,711.4,0,0,24.8,131,2024-08-02
43,2024-11-24,14.09,1.45,39.9,836.6,0,0,46.4,132,2024-12-04
35,2024-12-25,15.61,3.25,47.6,1038.2,0,0,32.7,139,2024-12-28
41,2024-06-12,13.99,2.95,47.3,813.5,0,0,33.3,126,2024-06-22
42,2024-03-31,14.13,3.13,56.6,869.3,0,0,32.0,141,2024-04-23
23,2024-09-29,8.06,3.04,43.7,571.1,0,0,42.9,111,2024-10-08
3,2024-01-28,11.58,3.26,53.3,650.3,0,0,32.1,136,2024-02-09
23,2024-02-25,5.97,4.34,28.0,257.4,0,0,28.9,102,2024-02-28
11,2024-07-24,3.99,1.82,28.9,122.5,0,0,48.7,105,2024-08-01
6,2024-12-27,14.96,2.66,22.2,944.4,0,0,38.7,144,2024-12-29
7,2024-04-30,8.99,3.67,52.9,570.4,0,0,27.1,124,2024-05-14
35,2024-06-10,15.49,3.48,51.7,1014.3,0,0,32.3,131,2024-06-19
26,2024-04-27,16.43,3.46,54.0,964.1,0,0,32.0,130,2024-05-26
27,2024-06-09,9.52,5.75,38.2,456.9,0,0,27.4,135,2024-06-27
38,2024-01-03,14.36,3.61,39.4,673.5,0,0,43.3,112,2024-01-14
28,2024-08-05,9.36,4.13,43.8,790.8,0,0,33.2,109,2024-08-21
32,2024-08-05,4.62,2.69,59.4,319.1,0,0,27.4,102,2024-09-02
5,2024-04-25,12.49,2.01,61.9,760.5,0,0,33.9,144,2024-05-01
43,2024-04-06,10.12,2.69,52.9,629.3,0,0,37.2,111,2024-04-14
23,2024-10-04,10.24,3.71,48.3,499.9,0,0,29.0,129,2024-10-20
8,2024-03-09,19.9,3.41,58.4,1130.5,1,0,11.4,123,2024-03-13
41,2024-01-18,5.9,3.4,42.4,493.3,0,0,36.4,108,2024-02-03
37,2024-01-15,13.53,2.79,41.1,864.6,0,0,34.4,121,2024-01-20
3,2024-11-17,8.02,2.63,43.7,420.2,1,0,28.0,104,2024-12-13
10,2024-05-12,15.63,2.82,35.2,839.8,0,0,37.9,109,2024-06-04
1,2024-02-07,13.19,3.72,43.2,750.4,0,0,36.4,107,2024-02-09
14,2024-11-16,13.52,3.84,33.8,785.8,0,0,30.8,142,2024-12-02
5,2024-02-24,8.22,1.99,55.3,657.2,0,0,33.0,128,2024-03-02
36,2024-05-02,8.94,3.76,50.4,521.2,0,0,27.3,147,2024-05-19
27,2024-01-08,15.71,2.35,59.3,847.4,0,0,35.3,122,2024-01-24
50,2024-09-04,19.08,3.47,28.7,1140.3,0,0,37.1,110,2024-10-03
38,2024-09-12,13.92,2.81,64.0,856.4,0,0,19.6,131,2024-09-18
31,2024-10-03,8.41,4.57,29.3,402.2,1,0,19.1,147,2024-10-18
26,2024-04-06,13.36,2.58,33.0,833.5,0,0,43.6,127,2024-05-04
3,2024-04-29,21.71,3.18,38.8,1399.3,0,0,44.1,100,2024-05-03
4,2024-12-08,12.41,3.61,58.1,755.7,1,1,4.9,115,2024-12-16
31,2024-10-26,17.85,2.13,47.3,1007.1,0,0,42.3,147,2024-11-16
1,2024-01-14,9.04,2.93,42.6,500.0,0,0,50.3,126,2024-01-18
3,2024-09-09,11.83,2.73,37.1,577.2,0,0,42.6,148,2024-09-16
11,2024-10-23,14.48,2.49,31.2,858.0,0,0,45.8,125,2024-11-20
45,2024-07-23,13.59,2.56,56.3,840.2,0,0,24.9,100,2024-08-09
23,2024-08-21,8.93,4.11,53.0,464.3,1,1,6.5,144,2024-08-23
36,2024-01-01,8.76,2.4,58.5,680.9,0,0,32.6,138,2024-01-26
21,2024-01-11,15.95,3.57,49.0,1020.6,0,0,30.1,136,2024-01-27
9,2024-01-13,16.77,3.31,18.6,862.6,0,0,42.6,149,2024-01-27
19,2024-02-28,18.05,1.6,32.6,941.1,0,0,52.1,110,2024-03-28
5,2024-12-27,19.22,3.52,49.6,1074.2,0,0,25.9,146,2025-01-06
39,2024-08-19,12.54,1.59,41.3,878.2,0,0,53.5,111,2024-08-30
10,2024-10-12,10.76,3.63,39.4,716.6,0,0,33.3,149,2024-10-29
19,2024-04-17,17.4,2.49,34.0,1174.1,0,0,42.0,109,2024-04-25
50,2024-12-08,14.85,3.01,54.5,892.0,1,0,16.3,128,2024-12-12
30,2024-03-13,8.07,1.71,49.6,467.5,0,0,48.4,140,2024-03-18
23,2024-11-25,7.87,3.12,50.0,372.1,1,0,14.2,103,2024-12-04
28,2024-01-12,13.97,3.93,38.7,866.0,0,0,37.0,103,2024-01-15
40,2024-01-08,11.29,2.19,46.8,661.8,0,0,42.1,143,2024-01-23
13,2024-01-29,11.89,2.39,31.6,694.9,0,0,48.3,103,2024-02-27
32,2024-10-16,16.29,3.45,43.7,1106.9,0,0,41.0,131,2024-10-24
44,2024-04-03,15.04,3.48,19.7,892.1,0,0,37.5,147,2024-04-05
29,2024-06-13,17.32,0.57,29.3,1145.6,0,0,60.7,131,2024-06-15
23,2024-06-21,4.27,5.02,41.8,129.4,0,0,33.8,124,2024-06-26
8,2024-10-15,13.01,3.53,68.8,995.9,0,0,23.0,121,2024-11-01
13,2024-05-07,14.78,3.7,27.0,856.9,0,0,39.8,132,2024-05-21
48,2024-01-03,5.89,2.86,32.6,410.2,0,0,43.5,129,2024-01-15
28,2024-05-21,9.38,1.14,47.2,632.1,0,0,45.5,125,2024-06-12
16,2024-04-15,8.64,3.67,62.7,478.5,0,0,14.0,107,2024-04-27
21,2024-09-23,12.09,2.43,47.0,790.7,0,0,38.7,133,2024-10-11
29,2024-10-01,18.51,3.54,52.0,1180.4,0,0,29.6,137,2024-10-30
27,2024-02-03,20.09,2.78,41.6,1148.4,1,0,26.6,136,2024-02-08
35,2024-10-16,8.74,3.24,39.9,468.5,1,0,28.0,103,2024-10-20
13,2024-01-26,14.11,2.23,45.8,850.0,0,0,36.2,135,2024-02-02
33,2024-08-14,14.24,3.86,38.4,844.9,0,0,36.1,137,2024-08-19
23,2024-05-22,13.55,1.81,52.2,924.5,0,0,47.3,109,2024-06-16
48,2024-04-19,13.6,5.25,28.9,872.0,1,0,17.5,143,2024-05-15
8,2024-06-25,13.21,5.24,53.9,787.3,0,0,19.9,126,2024-07-12
8,2024-04-23,18.75,4.63,45.4,1173.5,1,0,14.5,124,2024-04-27
24,2024-10-16,16.41,4.28,42.9,820.9,1,0,15.6,136,2024-11-10
26,2024-12-18,7.76,2.92,28.6,416.3,0,0,35.5,126,2025-01-14
35,2024-10-24,15.18,4.17,35.2,934.0,0,0,36.8,127,2024-11-05
21,2024-06-09,15.57,2.9,57.0,1023.4,0,0,19.2,115,2024-06-29
46,2024-07-02,13.26,1.45,42.9,811.6,0,0,47.7,147,2024-07-20
24,2024-06-12,16.53,4.5,47.8,1108.2,0,0,26.7,149,2024-06-28
7,2024-10-16,12.75,4.13,36.2,834.6,0,0,33.4,106,2024-10-27
6,2024-07-20,12.8,2.97,44.7,729.0,0,0,47.1,137,2024-07-29
49,2024-06-19,12.48,1.77,31.3,737.9,1,0,41.6,101,2024-06-27
7,2024-05-29,3.93,2.41,46.0,268.3,0,0,44.8,118,2024-06-09
48,2024-05-16,11.68,1.18,48.7,664.8,0,0,42.3,149,2024-06-08
14,2024-07-20,9.33,3.95,48.2,682.1,1,0,22.5,108,2024-08-13
5,2024-09-08,7.25,1.4,36.0,346.6,0,0,54.1,119,2024-09-12
16,2024-06-06,17.74,3.29,41.6,1089.5,0,0,35.2,111,2024-06-08
31,2024-10-21,14.02,2.16,50.4,899.8,0,0,38.9,137,2024-11-04
22,2024-10-28,11.88,1.57,42.9,687.8,0,0,52.1,123,2024-11-20
40,2024-06-05,9.74,3.24,42.1,541.3,0,0,36.5,130,2024-06-22
31,2024-11-27,13.18,2.67,64.0,785.0,1,0,10.3,148,2024-12-22
21,2024-03-04,15.97,3.84,35.5,1022.9,0,0,38.2,126,2024-03-25
32,2024-12-06,8.69,1.73,55.8,481.5,0,0,32.6,137,2024-12-27
49,2024-04-17,11.98,2.24,33.5,633.3,0,0,45.5,104,2024-05-03
21,2024-07-24,15.47,0.61,51.5,1020.4,0,0,43.0,110,2024-07-26
8,2024-04-13,4.26,0.82,52.1,287.3,1,0,33.9,148,2024-04-19
21,2024-06-10,11.77,4.8,39.9,786.8,0,0,27.6,143,2024-07-02
43,2024-05-04,10.28,5.08,32.8,677.7,0,0,30.7,133,2024-05-13
11,2024-09-14,11.46,3.09,25.3,862.3,0,0,35.9,119,2024-10-05
48,2024-01-30,9.99,2.18,38.8,688.8,0,0,42.4,110,2024-02-09
30,2024-11-01,12.55,2.7,50.3,695.1,1,0,15.9,143,2024-11-02
31,2024-11-25,19.69,3.87,34.2,1219.3,0,0,35.6,140,2024-12-15
16,2024-07-24,10.7,2.49,46.0,597.7,0,0,41.0,112,2024-08-19
47,2024-07-18,13.17,3.24,30.2,753.7,0,0,42.0,130,2024-07-31
2,2024-09-12,19.98,2.99,42.7,1085.7,0,0,32.9,131,2024-09-16
15,2024-03-13,9.8,2.43,33.5,565.1,0,0,44.7,124,2024-03-26
21,2024-09-30,19.26,2.47,44.2,1199.1,0,0,38.8,147,2024-10-28
24,2024-03-20,12.02,3.29,40.0,716.0,0,0,42.4,106,2024-03-30
24,2024-09-03,19.13,2.02,33.1,1059.7,1,0,31.8,113,2024-09-06
8,2024-04-21,15.0,3.45,38.4,778.2,0,0,39.0,104,2024-05-14
12,2024-09-29,13.23,2.53,35.7,962.7,0,0,41.8,135,2024-10-06
5,2024-10-15,11.74,3.13,31.9,730.3,0,0,48.1,132,2024-10-17
29,2024-03-17,9.5,4.38,55.8,504.3,1,1,1.0,150,2024-04-07
18,2024-08-13,12.3,2.83,41.4,775.1,0,0,40.3,127,2024-08-23
29,2024-06-30,15.59,3.92,23.0,1110.5,0,0,36.9,107,2024-07-04
30,2024-04-17,11.95,1.21,38.8,766.5,0,0,51.7,122,2024-04-19
36,2024-08-02,10.73,2.53,54.1,421.0,0,0,30.4,104,2024-08-08
28,2024-12-28,11.0,3.03,37.4,872.0,0,0,34.6,134,2025-01-02
33,2024-01-01,15.97,4.92,60.0,810.3,0,0,11.7,134,2024-01-02
30,2024-12-15,16.9,1.04,36.4,997.6,1,0,34.9,143,2024-12-26
33,2024-11-08,9.33,2.9,50.0,469.2,0,0,41.3,117,2024-12-02
31,2024-07-12,9.33,4.46,55.4,500.3,1,0,15.0,115,2024-07-24
16,2024-08-10,13.52,2.21,49.5,833.8,0,0,38.9,103,2024-08-12
13,2024-05-14,18.11,2.79,31.3,920.9,0,0,37.7,121,2024-06-09
40,2024-02-17,16.58,3.33,35.6,987.8,0,0,43.0,124,2024-03-07
18,2024-07-27,6.99,3.18,56.7,511.3,0,0,23.6,138,2024-08-24
28,2024-10-24,10.94,4.57,37.0,589.2,1,0,15.4,138,2024-11-10
10,2024-03-25,8.28,3.45,54.8,385.4,0,0,25.0,107,2024-04-08
22,2024-09-18,10.93,4.33,40.7,644.7,1,0,16.5,114,2024-10-03
27,2024-09-30,18.42,2.64,46.4,1078.0,0,0,37.6,126,2024-10-01
32,2024-10-03,6.31,2.26,31.1,331.0,0,0,41.2,117,2024-10-14
27,2024-05-04,5.52,2.77,38.9,236.4,0,0,40.5,101,2024-05-17
19,2024-05-23,8.69,1.84,36.2,562.7,0,0,53.0,143,2024-06-01
49,2024-05-31,13.15,3.48,47.3,836.6,0,0,33.2,137,2024-06-25
26,2024-11-07,14.48,2.61,45.9,783.7,1,0,25.1,126,2024-12-05
41,2024-11-24,13.75,2.33,49.6,750.8,0,0,29.4,116,2024-12-08
37,2024-05-31,16.7,3.5,40.1,1013.1,0,0,42.7,142,2024-06-23
28,2024-12-20,4.95,1.86,35.7,219.7,0,0,46.1,101,2024-12-27
45,2024-07-27,16.75,3.77,46.8,1019.5,0,0,36.4,122,2024-08-23
7,2024-05-20,10.75,2.52,34.7,762.5,0,0,45.5,140,2024-06-10
47,2024-01-01,14.93,4.16,55.8,890.8,0,0,20.2,148,2024-01-23
43,2024-08-11,6.71,2.61,43.9,305.3,0,0,34.6,112,2024-08-29
26,2024-08-23,12.02,3.63,41.7,752.6,0,0,45.5,133,2024-09-17
37,2024-12-19,12.95,3.18,49.6,762.5,1,0,21.4,109,2025-01-04
27,2024-09-19,16.62,3.74,44.2,985.4,0,0,37.6,105,2024-10-17
14,2024-01-11,5.66,3.11,28.4,377.6,0,0,48.6,118,2024-01-31
40,2024-07-25,12.12,1.34,34.4,782.7,0,0,52.9,145,2024-08-08
13,2024-09-28,7.66,4.01,55.6,462.4,1,0,13.9,135,2024-10-05
16,2024-06-30,14.02,2.91,45.8,836.5,1,0,20.9,124,2024-07-27
26,2024-06-05,15.11,3.79,28.2,1071.6,1,0,25.2,114,2024-06-07
42,2024-10-22,17.15,3.69,48.5,1125.0,0,0,28.5,107,2024-10-24
20,2024-08-11,9.86,2.23,39.4,658.3,0,0,44.6,113,2024-08-12
25,2024-09-05,15.71,2.09,36.3,953.0,0,0,47.9,107,2024-09-09
3,2024-06-18,17.44,3.66,33.6,966.2,0,0,33.0,109,2024-06-26
6,2024-04-11,5.43,2.7,55.0,415.8,0,0,33.1,135,2024-04-26
3,2024-07-08,14.45,3.94,25.3,878.5,0,0,35.1,106,2024-07-17
4,2024-12-16,15.83,2.82,36.6,903.9,0,0,35.1,102,2024-12-30
44,2024-08-07,10.97,4.02,46.2,638.5,0,0,29.1,127,2024-08-20
43,2024-09-15,7.16,3.42,60.8,352.1,0,0,21.5,114,2024-09-28
42,2024-02-15,15.77,3.29,50.5,1030.9,0,0,35.3,123,2024-02-17
3,2024-12-26,7.2,2.63,36.5,486.8,0,0,45.4,107,2025-01-11
4,2024-03-30,11.29,3.23,60.3,691.7,1,0,15.2,110,2024-04-08
15,2024-12-20,11.84,4.19,31.4,706.9,0,0,36.9,122,2025-01-05
29,2024-06-11,14.86,2.95,47.7,837.3,1,0,19.0,135,2024-06-13
17,2024-12-01,9.49,3.53,49.9,399.2,0,0,30.7,121,2024-12-27
25,2024-11-21,9.26,3.05,36.2,442.7,0,0,40.3,127,2024-12-12
9,2024-10-02,12.4,3.12,52.0,684.3,0,0,33.6,126,2024-10-13
37,2024-11-30,16.03,4.72,39.9,890.1,0,0,31.9,113,2024-12-11
16,2024-08-10,21.15,4.2,52.0,1292.1,0,0,22.7,114,2024-08-20
4,2024-11-05,5.97,3.08,26.6,423.1,0,0,41.6,121,2024-12-04
38,2024-03-03,13.26,3.21,48.3,785.4,0,0,35.9,101,2024-03-24
46,2024-01-26,7.65,2.3,40.9,571.9,0,0,41.5,134,2024-02-09
1,2024-07-17,16.08,2.83,56.5,901.9,0,0,31.1,131,2024-08-05
22,2024-10-22,8.25,3.31,44.6,483.9,0,0,30.2,115,2024-10-24
42,2024-10-06,9.3,3.85,57.5,554.0,0,0,27.3,119,2024-10-31
36,2024-07-11,9.64,3.75,50.1,665.9,0,0,31.6,116,2024-07-29
43,2024-07-09,11.7,1.89,43.7,710.2,0,0,52.2,133,2024-07-18
21,2024-08-10,13.29,3.98,52.9,808.3,0,0,21.4,138,2024-08-31
19,2024-11-12,13.93,2.91,52.9,703.7,0,0,36.7,105,2024-11-13
36,2024-11-03,11.98,2.01,49.7,646.6,0,0,43.9,121,2024-11-18
8,2024-02-10,6.68,4.34,22.1,488.5,1,0,18.3,100,2024-03-09
12,2024-08-05,14.91,4.46,35.2,728.6,0,0,31.7,123,2024-08-28
31,2024-05-19,11.79,3.26,58.8,814.7,0,0,21.0,112,2024-05-21
34,2024-10-18,16.65,3.71,32.4,1038.8,0,0,32.4,117,2024-11-05
6,2024-07-03,9.17,3.77,53.8,490.3,1,0,8.3,123,2024-07-23
26,2024-12-27,5.59,4.4,52.1,268.9,0,0,19.0,116,2025-01-12
19,2024-06-06,11.86,3.73,37.7,863.5,0,0,44.0,120,2024-06-16
26,2024-09-04,17.18,1.67,25.0,1143.9,0,0,44.0,139,2024-09-24
48,2024-02-09,12.64,5.01,39.3,749.1,0,0,30.5,141,2024-02-22
4,2024-12-06,11.2,4.07,65.8,682.8,0,0,16.7,100,2025-01-03
50,2024-02-26,8.52,2.49,36.4,459.4,0,0,46.5,119,2024-03-22
23,2024-05-18,19.03,1.97,37.1,1152.6,0,0,50.0,143,2024-06-14
39,2024-11-01,7.88,3.5,35.0,419.0,0,0,42.8,127,2024-11-14
22,2024-12-19,9.1,2.72,57.1,539.6,0,0,28.2,110,2025-01-08
16,2024-06-25,14.28,3.33,42.6,1001.6,0,0,38.3,130,2024-06-30
39,2024-06-25,4.58,3.74,38.7,266.9,0,0,36.4,107,2024-07-17
35,2024-01-18,17.1,2.43,59.1,942.1,0,0,35.3,101,2024-02-09
8,2024-12-23,14.5,1.88,50.8,760.5,0,0,48.5,132,2025-01-15
36,2024-01-07,15.6,3.39,35.8,946.0,1,0,19.9,126,2024-01-08
38,2024-01-10,14.23,2.47,32.8,793.1,0,0,37.1,138,2024-01-24
20,2024-06-21,11.36,3.15,56.6,701.1,0,0,30.1,117,2024-06-29
47,2024-01-02,7.75,1.66,45.2,335.3,0,0,50.2,143,2024-01-29
33,2024-02-29,11.44,2.75,29.5,741.6,1,0,36.3,121,2024-03-16
17,2024-08-17,8.1,3.71,27.2,401.1,0,0,40.7,137,2024-09-04
1,2024-09-14,13.94,3.61,33.8,840.4,0,0,43.9,105,2024-09-27
34,2024-04-18,15.23,2.21,32.6,886.6,0,0,53.4,104,2024-04-22
11,2024-10-17,17.91,1.83,24.5,1211.9,0,0,54.9,139,2024-11-04
38,2024-08-09,13.49,3.02,34.0,822.9,0,0,45.4,142,2024-08-27
27,2024-03-24,15.7,3.56,35.8,1097.5,1,0,18.5,148,2024-04-05
24,2024-09-17,10.81,3.41,40.4,693.5,1,0,24.2,116,2024-10-06
9,2024-08-04,10.09,2.49,61.9,719.2,0,0,28.7,101,2024-08-16
